manufacturer_name,manufacturer_id
Acarix USA Inc.,100001021883
Accelerate Diagnostics Inc.,100000191769
"Acceleron Pharma, Inc.",100000776816
"Access Pro Medical, LLC",100001051884
Access Vascular Inc,100001181894
"Acclarent, Inc",100000010475
Accriva Diagnostics Inc.,100000151671
AccuTec Blades Inc,100001450593
Accufix Surgical Inc.,100001176925
Accuray Incorporated,100000010570
"Accutron, Inc.",100000821819
"AcelRx Pharmaceuticals, Inc.",100000456811
"Acella Pharmaceuticals, LLC",100000196863
"Acera Surgical, Inc.",100000196855
Acerta Pharma LLC,100000196872
Acerus Pharmaceuticals Corporation,100000736811
Acessa Health Inc.,100000956827
Acessa Health Inc.,100000196775
"Acist Medical Systems, Inc.",100000196862
"Acorda Therapeutics, Inc",100000010800
Acrotech Biopharma Inc.,100000981882
Acrotech Biopharma LLC,100000981882
"Actelion Pharmaceuticals US, Inc.",100000010813
"Actelion Pharmaceuticals, Ltd",100000010476
Acteon Inc,100000061309
"Activ Surgical, Inc.",100000971846
"ActivOrtho, Inc.",100001056886
"Active Medical, LLC",100000010499
"Actuated Medical, Inc.",100000046275
"Acuity Surgical Devices, LLC",100000151734
Acumed LLC,100000000216
"Acutus Medical, Inc.",100000316819
"Adagio Medical, Inc.",100000806845
"Adamas Pharmaceuticals, Inc.",100000226811
Adaptive Biotechnologies Corporation,100000486814
"Adare Pharmaceuticals, Inc.",100000151657
Addivation Medical LLC,100000826830
Adlon Therapeutics L.P.,100000506820
Admedus Corporation,100000061362
Advanced Accelerator Applications,100000196773
"Advanced Bionics, LLC",100000010424
"Advanced Critical Devices, Inc.",100000011015
"Advanced Orthopaedic Solutions, Inc.",100000000142
Advanced Oxygen Therapy Inc.,100000506822
"Advanced Respiratory, Inc",100000005391
Advanced Sterilization Products Services Inc.,100000481812
"Aegis Spine, Inc.",100000136487
"Aerie Pharmaceuticals, Inc.",100000216803
Aerin Medical Inc.,100000231819
Aero US Inc,100001351932
Aesculap AG,100000005661
"Aesculap Biologics, LLC",100000005660
"Aesculap Implant Systems, LLC",100000005658
"Aesculap, Inc.",100000000268
"Afaxys, Inc.",100000010830
"Affordable Pharmaceuticals, LLC",100000010552
Agfa HealthCare Corporation,100000005605
"Agile Devices, Inc.",100001448151
"Agile Therapeutics, Inc.",100000921825
"Agilent Technologies, Inc.",100000151579
"Agiliti Health, Inc.",100000000260
"Agiliti Surgical, Inc.",100000005394
"Agios Pharmaceuticals, Inc.",100000181751
Aidoc Medical Ltd,100001351974
"Aimmune Therapeutics, Inc.",100000776814
"Air Techniques, Inc.",100000281818
"Akcea Therapeutics, Inc.",100000476820
Akorn Operating Company LLC,100000961835
"Akorn, Inc.",100000010866
"Alafair Biosciences, Inc.",100000196813
"Alafair Biosciences,Inc.",100000196813
"Alaska Medical Technologies, Llc",100001447321
Alcon Puerto Rico Inc,100000005436
Alcon Research LLC,100000000218
Alcon Vision LLC,100000005405
"Alcresta Therapeutics, Inc.",100000196817
"Alevio, LLC",100000141510
"Alexion Pharmaceuticals, Inc.",100000005462
"Alexza Pharmaceuticals, Inc.",100000010936
"Alfasigma USA, Inc.",100000806821
"Align Technology, Inc.",100000005613
"Alimera Sciences, Inc.",100000056293
"Alkermes, Inc.",100000000255
Allerderm  Laboratories,100000005631
"Allergan, Inc.",100000000278
Alliance Medical,100001447952
Alliance Partners LLC,100000005446
"Allotrope Medical, Inc",100000966852
Almatica Pharma LLC,100000081390
Almirall LLC,100000011034
Alnylam Pharmaceuticals Inc.,100000481817
Alon Medical Technology,100000221800
Alpha Orthopedic Systems,100000010710
"Alphatec Spine, Inc",100000011129
AltaThera Pharmaceuticals LLC,100000121360
Althera Pharmaceuticals LLC,100000946823
Altus Partners. LLC,100000016249
Alvogen Inc,100000156747
Alydia Health,100000961854
Amarin Pharma Inc.,100000010379
Amaros Medical,100000536812
Ambu A/S,100000961862
Ambu Inc.,100000151688
Ambu Innovation GmbH,100001116885
"American Medical & Dental Supplies,Inc.",100000010980
American National Red Cross,100000071386
American Orthodontics Corporation,100000010599
American Regent,100000010540
"American Rheumatology Network, LLC",100000521818
"American Surgical Company, LLC",100000061311
AmerisourceBergen Drug Corporation,100000010602
Amgen Inc.,100000000203
"Amicus Therapeutics, Inc.",100000381810
Amneal Pharmaceuticals LLC,100000126368
"Amnio Technology, LLC",100000136579
"Amniox Medical, Inc.",100000010926
"Amphastar Pharmaceuticals, Inc.",100000000273
"Amplify Surgical, Inc.",100000636811
"Amplitude Vascular Systems, Inc.",100001341947
Amryt Pharma Holdings Ltd,100000576811
"Amylyx Pharmaceuticals, Inc.",100001351941
AnX Robotica Corp,100001176939
Analog Devices Inc.,100000846823
"Ancora Heart, Inc.",100000151633
"Angel Medical Systems, Inc.",100000966855
Angelini Pharma Inc.,100000826858
Angelus Industria de Produtos Odontologicos S.A.,100001449529
"AngioDynamics, Inc.",100000005504
"Anika Therapeutics, Inc.",100000010397
Annalise-AI Pty Ltd,100001346930
Ansell Healthcare Products LLC,100000010707
Anser Implants Holding BV,100001450797
"Antares Pharma, Inc.",100000076367
Anuncia Medical Inc.,100000966838
"Apellis Pharmaceuticals, Inc.",100000931823
ApiFix Ltd.,100000796820
Apollo Endosurgery US Inc,100000016245
Apos US Management Inc.,100000971851
Apotex Inc.,100000071356
Applied Medical Corporation,100000005730
Applied Medical Resources Corporation,100000005642
Applied Medical Technology Inc,100000005443
"Applied Therapeutics, inc.",100000971879
AppliedVR Inc,100001449527
"Aprecia Pharmaceuticals, LLC",100000151615
Apria Healthcare LLC,100000971837
Aptevo Therapeutics Inc,100000151575
"Aptis Medical, LLC",100000010554
Apyx Medical Corporation,100000046274
"Arbor Pharmaceuticals, Inc.",100000005507
"Arbutus Medical, Inc",100001401996
Archimmune Therapeutics Inc.,100001351977
Arcuro Medical Inc,100001449962
"Arcutis Biotherapeutics, Inc.",100001351935
"Ardelyx, Inc.",100001146890
Ares Trading SA,100000506826
Argentum Medical,100001136889
"Arineta, Inc",100000886824
Arjo Inc.,100000306807
Aroa Biosurgery Incorporated,100000231824
"Arrow International, Inc.",100000011041
"Arrow Interventional, Inc.",100000066369
Art Optical Contact Lens Inc.,100000005599
Artegraft Inc.,100000010834
"Arteriocyte Medical Systems, Inc.",100000011211
"Arthrex, Inc.",100000005371
Arthrosurface Incorporated,100000005469
"Artivion, Inc.",100000000105
"Arya Medical, Inc.",100000811819
Asahi Kasei Pharma Corporation,100000201772
Ascend Laboratories LLC,100000826822
Ascendis Pharma Inc,100000941823
"Ascendis Pharma, Inc.",100000941823
Ascensia Diabetes Care US Inc.,100000151689
Ascensia Diabetes Care Us Inc.,100000151689
"Ascension Orthopedics, Inc.",100000010992
"Asensus Surgical, Inc.",100000005558
Asklepios Biopharmaceutical Inc.,100001341936
"Aspen Surgical Products, Inc.",100000061294
"Aspero Medical, Inc.",100001450863
Aspira Women's Health Inc,100000010875
"Aspire Bariatrics, Inc.",100000151641
"Assertio Therapeutics, Inc.",100000000324
Astellas Pharma Europe BV,100000010371
Astellas Pharma Europe Ltd,100001449427
Astellas Pharma Global Development,100000005406
Astellas Pharma Inc,100000010648
Astellas Pharma US Inc,100000000137
Astellas US LLC,100001351931
AstraZeneca AB,100000000160
AstraZeneca Pharmaceuticals LP,100000000146
AstraZeneca UK Limited,100000010370
"Astute Medical, Inc.",100000136488
"Asuragen, Inc.",100000000265
"Athena Bioscience, LLC",100001116892
"Athenex Pharmaceutical Division, LLC",100000211778
"Atland Pharmaceuticals, LLC",100001448594
"Atlas Ocular, Inc",100000961837
"Atlas Spine, Inc.",100000005692
Atos Medical Inc,100000010403
"AtriCure, Inc.",100000005372
"Atrility Medical, Inc.",100001286928
Atrium Medical Corporation,100000010784
"Aucta Pharmaceuticals, Inc.",100001341949
Augmedics Inc.,100000656812
"Aurinia Pharma U.S., Inc.",100000961841
"Aurobindo Pharma USA, Inc.",100000331808
"Aurora Spine, Inc.",100001166890
Austin Medical Ventures Inc,100000216789
Auxano Medical LLC,100001351971
"Avadel CNS Pharmaceuticals, LLC",100000786824
"Avanir Pharmaceuticals, Inc.",100000005729
Avanos Medical,100000076358
Avantec Vascular Corporation,100000221802
"Avation Medical, Inc.",100001449896
Avenu Medical Inc.,100000221807
"Aveo Pharmaceuticals, Inc.",100000971865
Averitas Pharma Inc.,100001386985
"Avertix Medical, Inc",100000966855
"Avid Radiopharmaceuticals, Inc.",100000005383
Avinger Inc.,100000010573
Avion Pharmaceuticals,100000005590
"Avita Medical Americas, LLC",100000281816
"Avita Medical Americas, Llc",100000281816
"Avitus Orthopaedics, Inc.",100000281808
"Avreo, Inc",100000046242
"Avvisto Therapeutics, LLC",100001449294
"Avyxa Pharma, LLC",100001448085
AxioMed LLC,100000196812
Axis Spine Technologies Inc.,100000966836
"Axonics Modulation Technologies, Inc.",100000806850
"Axonics, Inc.",100000806850
"Axsome Therapeutics, Inc.",100001111886
"Aytu BioPharma, Inc.",100000151699
"Aytu Bioscience, Inc",100000151699
"Aziyo Biologics, Inc.",100000191770
"AzurMeds, Inc.",100000831819
"Azurity Pharmaceuticals, Inc.",100000316828
B. Braun Avitum AG,100000061386
B. Braun Interventional Systems Inc.,100000005659
B. Braun Medical Inc.,100000000316
B. Braun Medical UK Ltd.,100000061350
B. Braun Melsungen AG,100000061385
"BAMBOO THERAPEUTICS, INC.",100000151635
"BANNER LIFE SCIENCES, LLC",100000116366
BAUDAX BIO INC.,100000646811
BAXTER HEALTHCARE,100000011010
BESINS HEALTHCARE IRELAND LIMITED,100001351982
"BETA BIONICS, INC.",100001236926
"BIOCODEX, INC.",100000426811
BIOCOMPOSITES INC,100000010557
"BIODELIVERY SCIENCES INTERNATIONAL, INC.",100000061387
"BIOLASE, INC.",100000000143
BIONESS INC,100000005634
BIOPROTECT LTD.,100001450664
"BIOPROTECT MEDICAL, INC.",100001450663
BIOTISSUE HOLDINGS INC.,100000011111
"BIOTISSUE HOLDINGS, INC.",100000011111
BIOTRONIK INC.,100000010579
"BIOTRONIK NRO, Inc.",100001351934
BIOVERATIV THERAPEUTICS INC.,100000181764
"BISCO, INC.",100000116365
BK Medical Holding Company Inc.,100000536811
BLUEWIND MEDICAL,100000801825
BOSTON SCIENTIFIC CORPORATION,100000005674
BRACCO DIAGNOSTICS INC.,100000011033
"BREG, INC",100000136427
BSN Medical Inc,100000005416
"BTG INTERNATIONAL, INC.",100000011079
"BTG International, Inc.",100000011079
BUXTON BIOMEDICAL,100000196836
"Back 2 Basics Direct, LLC",100000216810
Bacterin International Inc,100000010864
"Balt USA, LLC",100000005714
"Banner Life Sciences, LLC",100000116366
"Barco, Inc.",100000551811
"Bard Access Systems, Inc.",100000005478
"Bard Peripheral Vascular, Inc.",100000005481
"Bardy Diagnostics, Inc.",100000186747
Baudax Bio Inc.,100000646811
Bausch & Lomb Americas Inc.,100001116887
"Bausch & Lomb, a division of Bausch Health US, LLC",100000226816
"Bausch Health US, LLC",100000010935
Bavarian Nordic A/S,100000796825
Baxter Healthcare,100000011010
Bayer HealthCare Pharmaceuticals Inc.,100000005467
Bayer Healthcare LLC,100000005409
Bayer Healthcare Pharmaceuticals Inc.,100000005467
Bayer Puerto Rico Inc.,100001236925
Baylis Medical Company Inc,100000010954
Baylis Medical Technologies Inc.,100001176893
"Beaver-Visitec International, Inc.",100000010624
"Beckman Coulter, Inc.",100000010876
"Becton, Dickinson and Company",100000005485
"BeiGene (Suzhou) Co., Ltd.",100000826834
BeiGene Switzerland GmbH,100000826835
"BeiGene USA, Inc.",100000826832
"BeiGene, Ltd.",100000826833
Belluscura LLC,100000166744
Belmont Instrument LLC,100000010915
Benco Dental Supply Co.,100000000071
Bernhard Foerster GmbH,100000151550
"Beyond Air, Inc.",100001156902
"Biedermann Motech, Inc.",100000196828
Bigfoot Biomedical Inc,100000971862
"Bio Products Laboratory USA, Inc.",100000010870
"Bio-Rad Laboratories, Inc.",100000005577
"BioCryst Pharmaceuticals, Inc.",100000136528
"BioCryst US Sales Co., LLC",100000801828
"BioDelivery Sciences International, Inc.",100000061387
"BioFire Defense, LLC",100000631811
"BioFire Diagnostics, LLC",100000011147
BioHorizons Implant Systems Inc.,100000005633
"BioLineRx USA, Inc.",100001251928
BioMarin Pharmaceutical Inc.,100000010405
BioNTech SE,100000971889
BioPoly LLC,100001176908
"BioPro, Inc.",100000010519
"BioSig Technologies, Inc.",100000221803
BioStable Science & Engineering,100000151562
"BioTissue Holdings, Inc.",100000011111
"BioTrace Medical, Inc.",100000196811
"BioWound Solutions, Inc.",100001449360
"BioXcel Therapeutics, Inc.",100001326931
Biobeat USA Inc.,100001449028
"Biocartis US, Inc",100000216799
Biocircuit Technologies Inc,100001448226
Biocomposites Inc,100000010557
Biocon Biologics Inc,100001351968
Biodermis LLC,100001449526
Biofrontera Bioscience GmbH,100001181887
Biofrontera Inc.,100000151660
"Biogen, Inc.",100000000193
"Biogennix, LLC",100000121361
Biohaven Pharmaceutical Holding Company Ltd.,100001106888
"Biohaven Pharmaceuticals, Inc.",100000806824
Biolase MG LLC,100001449361
"Biolife, L.L.C.",100001351983
Biom'Up France SAS,100000781811
"Bioptics, Inc.",100000481818
"Biorez, Inc.",100000981879
"Biosense Webster, Inc.",100000005693
Biotest AG,100000341808
Bioventus LLC,100000000302
"Bisco, Inc.",100000116365
"BlackSwan Vascular, Inc.",100000966858
Blackford Analysis Inc.,100001341937
Blue Earth Diagnostics Limited,100000151603
"Blue Sky Bio, LLC",100000010698
Blue Surgical Llc,100001447121
BlueRock Therapeutics LP,100001341938
"Bluegrass Vascular Technologies, Inc",100000196850
Blueprint Medicines Corporation,100000756811
Body Vision Medical Inc.,100001121887
Bodycad USA Corp,100000226820
"Boehringer Ingelheim (China) Investment Co., Ltd.",100000151566
Boehringer Ingelheim (Phil.) Inc.,100000151605
Boehringer Ingelheim AB,100000151606
Boehringer Ingelheim Canada Ltd.Ltee,100000010538
Boehringer Ingelheim Del Ecuador Cia. Ltda.,100000061367
Boehringer Ingelheim Do Brasil Quimica e Farmaceutical Ltda.,100000061358
Boehringer Ingelheim Espana S.A.,100000076362
Boehringer Ingelheim France S.A.S.,100000010438
Boehringer Ingelheim Hong Kong Ltd.,100000010663
Boehringer Ingelheim India Pvt. Ltd.,100000806825
Boehringer Ingelheim India Pvt. Ltd.,100000151577
Boehringer Ingelheim International GmbH,100000005541
Boehringer Ingelheim Israel Ltd.,100000136457
Boehringer Ingelheim Italia S.p.A.,100000136460
Boehringer Ingelheim Korea LTD.,100000010662
Boehringer Ingelheim MENA (Scientific Office) FZ-LLC,100000061373
Boehringer Ingelheim Malaysia Sdn. Bhd.,100000010890
Boehringer Ingelheim Mexico SA de CV,100000010495
Boehringer Ingelheim Norway KS,100000061371
Boehringer Ingelheim Peru S.A.C,100000136532
Boehringer Ingelheim Pharma GmbH & Co.KG,100000010823
"Boehringer Ingelheim Pharmaceuticals, Inc.",100000000234
Boehringer Ingelheim Pty Ltd,100000010431
Boehringer Ingelheim RCV GmbH & Co KG,100000010824
Boehringer Ingelheim S.A.,100000010940
Boehringer Ingelheim Saudi Arabia Trading,100000806852
Boehringer Ingelheim Singapore Pte. Ltd.,100000011161
Boehringer Ingelheim South Africa (Pty) Ltd,100000191756
Boehringer Ingelheim Taiwan Ltd.,100000010664
Boehringer Ingelheim USA,100000246819
"Boehringer Ingelheim, Unipessoal, Lda.",100000246820
Bolder Surgical LLC,100000010565
"Bolder Surgical, LLC",100001146891
Bolton Medical Inc,100000005629
Bone Support Inc.,100000136369
Boston Scientific Corporation,100000005674
"Boxout, LLC",100000010851
Bracco Diagnostics Inc.,100000011033
Braeburn Inc.,100000151625
Brahms GmbH,100000010785
"BrainScope Company, Inc.",100000291819
"Brainlab, Inc.",100000005463
Brainsway USA INC,100000151612
"Braintree Laboratories, Inc.",100000000153
"Breas Medical, Inc.",100001156890
"BrioHealth Solutions, Inc.",100001449161
Bristol Myers Squibb Company,100000005517
"Brixton Biosciences, Inc.",100001449227
Broncus Medical,100000646813
"Butterfly Network, Inc.",100000191746
"C. R. Bard, Inc. & Subsidiaries",100000000057
CAIRE Inc.,100000521812
CALLIDITAS THERAPEUTICS US INC.,100001176934
CARDINAL HEALTH 108 LLC,100000010445
CARDINAL HEALTH 200 LLC,100000010444
CARDINAL HEALTH 414 LLC,100000010443
CARDINAL HEALTH INC,100000010463
"CARDIVA MEDICAL, INC.",100000010856
CARTER BLOODCARE,100000010799
"CATALYST PHARMACEUTICALS, INC.",100000481813
"CBA Associates, LLC",100000010498
CDC Medical LLC,100000005502
CELTIC BIODEVICES LLC,100000216793
CENTERLINE BIOMEDICAL INC.,100000861821
"CENTERMED, INC.",100000721813
"CG MEDTECH USA, INC",100001351927
CGG Medical Inc,100000186748
"CHF Solutions, Inc",100000010412
"CHIESI USA, INC.",100000010860
CIPLA USA INC.,100000141543
CIT Ortho LLC,100001181906
CIVCO Medical Instruments,100000086376
"CLINIGEN, INC.",100000506817
CLOZEX MEDICAL INC,100000786825
"CLR Medical, Inc.",100001341944
CMF Medicon Surgical Inc.,100001161887
"CMP Pharma, Inc.",100000556811
"CMS Imaging, Inc.",100000786823
"COLGATE ORAL PHARMACEUTICALS, INC.",100001351953
COLOPLAST CORP,100000011212
CONMED Corporation,100000000229
CORDIS US CORP.,100000931826
"CPM Medical Consultants, LLC",100000086413
"CROSSROADS EXTREMITY SYSTEMS, LLC",100000136521
"CSA Medical, Inc",100000010456
CSL Behring,100000005563
CSL Plasma Inc.,100001221924
CTI BioPharma Corp.,100001141888
CTL Medical Corporation,100000005424
CVRx Inc.,100000010805
"CVRx, Inc.",100000010805
CVRx. Inc.,100000010805
CYCLE PHARMACEUTICALS INC,100000216796
"Cadwell Industries, INC",100000000225
Caerus Corp.,100000246826
Cagent Vascular INC,100000511820
Cagent Vascular LLC,100000511820
"Cala Health, Inc.",100000951823
"Caldera Medical, Inc",100000000110
Calliditas Therapeutics US Inc.,100001176934
"Calyxo, Inc.",100000786821
Camber Spine Technologies LLC,100000196841
Cambridge Interventional LLC,100001176927
Canary Medical USA LLC,100001171888
"Canon Healthcare USA, INC.",100001351958
"Canon Healthcare USA, Inc.",100001351958
Canon Inc.,100000511824
"Canon Medical Informatics, Inc.",100000000213
Canon Medical Systems Corporation,100000000280
"Canon Medical Systems USA, Inc.",100000000344
Cantel Medical Corp.,100000005569
Cantel Medical LLC,100000005569
CapsoPro Services LLC,100000521811
"CapsoVision, Inc.",100000291839
"Caption Health, Inc.",100001166892
Captiox LLC,100001449061
Captiva Spine Inc,100000010712
Carbofix Orthopedics Inc,100001316927
Carbofix Spine Inc,100001306928
"Cardiac Dimensions, Inc.",100001166891
Cardinal Health 108 LLC,100000010445
Cardinal Health 110 LLC,100000010446
Cardinal Health 200 LLC,100000010444
Cardinal Health 414 LLC,100000010443
Cardinal Health Inc,100000010463
Cardinal Health PR 120 Inc,100000005538
"Cardio Flow, Inc.",100001181910
"CardioFocus, Inc.",100000151539
Cardiologs Technologies,100000841823
"Cardiosolutions, Inc.",100000000125
Cardiovascular Systems Inc.,100000000117
"Carestream Dental, LLC",100000005711
"Carestream Health, Inc.",100000000328
Carl Zeiss Meditec AG,100000061389
Carl Zeiss Meditec Cataract Technology Inc.,100000501822
Carl Zeiss Meditec Digital Innovations LLC,100000191755
"Carl Zeiss Meditec USA, Inc.",100000956823
"Carl Zeiss Meditec, Inc.",100000005433
"Carlsmed, Inc.",100000961846
Carolina Liquid Chemistries Corp,100000151723
Cartiheal (2009) LTD.,100001341939
"CashFlow Solutions, LLC",100001181911
"Catalent Pharma Solutions, LLC",100000506824
Catalyst OrthoScience,100000151617
"Catalyst Pharmaceuticals, Inc.",100000481813
"CathWorks, Inc.",100000486817
Catheter Precision Inc.,100000010616
CeQur Corporation,100000876821
Celgene Corporation,100000000343
Cello Health  Advantage Inc,100000966837
Celltrion Healthcare Canada Ltd.,100001449460
"Celltrion Healthcare Co., Ltd",100000196823
Celltrion USA Inc.,100001351954
"Celltrion, Inc.",100000191764
"CeloNova BioSciences, Inc.",100000010417
Celularity Inc.,100000246809
Centerline Biomedical Inc.,100000861821
"Centinel Spine, LLC",100000010394
"Central Admixture Pharmacy Services, Inc.",100000081356
"Central California Surgical Distributors, LLC",100000010743
"Central Indiana URS Consumables, LLC",100001448157
Centrix Inc,100000086356
"Cephea Valve Technologies, Inc.",100000481816
Cepheid,100000010934
Cerapedics Inc.,100000151710
"Cerapedics, Inc.",100000151710
"Ceribell, Inc.",100000196786
Cerner Corporation,100000086393
Cerus Corporation,100000136504
"Cerveau Technologies, Inc.",100001346931
Cgg Medical Inc,100000186748
"Change Healthcare Technologies, LLC",100000196795
"Channel Medsystems, Inc.",100000961840
"Checkpoint Surgical, Inc",100000151621
"Chiasma, Inc.",100000801820
"Chiesi USA, Inc.",100000010860
"Choice Spine, LLC",100000066358
"ChromaCode, Inc",100000826837
"Chugai Pharmaceutical Co., Ltd.",100000010434
"Circa Scientific, Inc.",100000316814
Circassia Inc.,100000011072
Circassia Pharmaceuticals Inc,100000011072
Circinus Medical Technology LLC,100001376987
"Citieffe, Inc.",100000131373
"Civica, Inc.",100000681811
Clariance SAS,100000081396
"Clariance, Inc.",100000010523
"Clarify Medical, Inc.",100000501821
Clarius Mobile Health Corp.,100000826853
Clarix Imaging Corporation,100001351986
Clarus Therapeutics Inc.,100000811820
ClearFlow Inc.,100000131370
"ClearPoint Neuro, Inc.",100000521819
"Cleerly, Inc.",100001351972
"Clerio Vision, Inc",100000796826
"Clinical Innovations, LLC",100000005562
Clinical Laserthermia Systems Americas Inc.,100001171889
"Clinical Technology, Inc",100000010828
Clinician's Choice Dental Products Inc.,100000010609
Clinigen Inc,100000506817
"Clinigen, Inc.",100000506817
"Clinisys, Inc.",100000010887
"Clovis Oncology, Inc.",100000191752
Coala Life Inc,100000801821
"CoapTech, Inc.",100000561811
Coastal Medical Technologies LLC,100001306930
Coastal Medical Technologies Llc,100001306930
Cochlear AG,100000081369
Cochlear Americas,100000005734
Cochlear Latinoamerica Sociedad Anonima,100000151591
Cochlear Ltd,100000010542
"Cognoa, Inc.",100000961850
Coherus Biosciences Inc.,100000506819
"Colgate Oral Pharmaceuticals, Inc.",100001351953
"Collaborative Care Diagnostics, LLC",100000086367
"Collagen Matrix, Inc",100000011145
"Collegium Pharmaceutical, Inc.",100000151565
Coloplast Corp,100000011212
Colorado Therapeutics LLC,100000321807
Coltene Whaledent Inc.,100000056299
Community Blood Center,100000005482
"Companion Medical, Inc.",100000246808
"Concordance Healthcare Solutions, LLC",100000501817
Concordia Laboratories Inc.,100000136477
Concordia Pharmaceuticals Inc.,100000136478
"Conetic Solutions, Inc.",100000476813
"Conformis, Inc.",100000010395
"Consensus Orthopedics, Inc.",100000011052
"Consortium of Independent Immunology Clinics, LLC",100001377001
"Contego Medical, Inc",100000506818
"Contura, Inc.",100000836822
ConvaTec Inc.,100000000289
"Conventus Orthopaedics, Inc.",100000041251
Convergent Dental Inc.,100000000274
Cook Biotech Incorporated,100000010450
Cook Incorporated,100000010458
Cook Medical LLC,100000010457
Cook Research Incorporated,100000005386
"CooperSurgical, Inc.",100000005513
CooperVision Inc.,100000005728
CorMedix Inc.,100001448227
Corcept Therapeutics,100000000247
Corcym Inc,100000971894
Cordis Corporation,100000005411
Core Surgical Group,100001266926
"CoreLink, LLC",100000011004
"Corentec America,Inc.",100000151708
"Corium, Inc.",100000966856
"Corium, LLC",100000966856
"Cornerstone Medical Associates, Inc.",100001036883
Cornerstone Specialty Network LLC,100000216802
"Cortex, Inc.",100001448895
Cortigent Inc,100000041253
"Cosa Medical, Llc",100001447885
Cosette Pharmaceuticals Inc.,100000481814
"Cosmedent, Inc.",100000010929
Covalon Technologies (USA) Ltd.,100001449929
Covidien LP,100000000083
Covis Pharma GmBH,100000316823
Covis Pharma GmbH,100000316823
CraniUS LLC,100001166887
"Cranial Technologies, Inc",100000011237
"Crossroads Orthopedics, LLC",100000010560
Crosstex International Inc.,100000005672
"Cryo Specialty Medical, LLC",100000010517
"CryoLife, Inc.",100000000105
Cue Health Inc.,100000966850
"Cumberland Pharmaceuticals, Inc.",100000005673
Cure Medical LLC,100000796822
"Curiteva, Inc.",100000501812
Curium US LLC,100000181753
Curonix LLC,100001166893
Currax Pharmaceuticals LLC,100000521825
Current Health Inc.,100000971838
"CurvaFix, Inc.",100001166894
CurveBeam LLC,100000986884
"Cutting Edge Spine, LLC",100000141517
"CyMedica Orthopedics, Inc.",100000136452
Cycle Pharmaceuticals Inc,100000216796
"Cynosure, LLC",100000136372
Cytyc Corporation,100000231811
Cytyc Prenatal Products Corp.,100000231813
"Cytyc Surgical Products, LLC",100000231812
"D.T. Davis Enterprises, Ltd",100001116888
DASH MEDICAL GLOVES INC,100000000242
DASH MEDICAL GLOVES LLC,100000000242
"DC Dental, Inc.",100000761811
"DC Dental, LLC",100000761811
"DENTCA, Inc.",100000971896
DENTSPLY Canada Ltd,100000010692
DENTSPLY DeTrey GmbH,100000010689
DENTSPLY IH AB,100000010687
