op_manufacturer_id,op_manufacturer_name,rx_manufacturer_name,final_score,is_match,blocking_key,match_rank
100000956827,Acessa Health Inc.,ACETRIS HEALTH LLC,61.50822325822326,False,A,1
100000196775,Acessa Health Inc.,ACETRIS HEALTH LLC,61.50822325822326,False,A,1
100000196862,"Acist Medical Systems, Inc.",Arise Medical LLC,52.183013065366005,False,A,1
100000010800,"Acorda Therapeutics, Inc",Acorda Therapeutics Inc,100.0,True,A,1
100000981882,Acrotech Biopharma Inc.,Acrotech Biopharma Inc,100.0,True,A,1
100000981882,Acrotech Biopharma LLC,Acrotech Biopharma Inc,100.0,True,A,1
100000010813,"Actelion Pharmaceuticals US, Inc.",Actelion Pharmaceuticals US Inc,100.0,True,A,1
100000010476,"Actelion Pharmaceuticals, Ltd",Actelion Pharmaceuticals US Inc,72.6078431372549,False,A,1
100000061309,Acteon Inc,Alcon Inc,54.96363636363637,False,A,1
100000010499,"Active Medical, LLC",Arise Medical LLC,62.417480667480675,False,A,1
100000046275,"Actuated Medical, Inc.",Arise Medical LLC,52.60908488063661,False,A,1
100000316819,"Acutus Medical, Inc.",Arise Medical LLC,57.4446793946794,False,A,1
100000806845,"Adagio Medical, Inc.",Allison Medical Inc,58.459056460780594,False,A,1
100000226811,"Adamas Pharmaceuticals, Inc.",Armas Pharmaceuticals Inc,69.51934884457573,False,A,1
100000151657,"Adare Pharmaceuticals, Inc.",Adare Pharmaceuticals Inc,100.0,True,A,1
100000826830,Addivation Medical LLC,Allison Medical Inc,55.18506493506494,False,A,1
100000506820,Adlon Therapeutics L.P.,Adlon Therapeutics LP,100.0,True,A,1
100000196773,Advanced Accelerator Applications,Advanced Accelerator Applications USA Inc,72.67567567567568,False,A,1
100000010424,"Advanced Bionics, LLC",Advanced Generic Corporation,58.49193548387097,False,A,1
100000011015,"Advanced Critical Devices, Inc.",Advanced Generic Corporation,51.221376306620215,False,A,1
100000000142,"Advanced Orthopaedic Solutions, Inc.",Advanced Derm Solutions LLC,59.81567834567073,False,A,1
100000506822,Advanced Oxygen Therapy Inc.,Advanced Generic Corporation,57.09045833782861,False,A,1
100000005391,"Advanced Respiratory, Inc",Advanced Generic Corporation,51.881196581196576,False,A,1
100000216803,"Aerie Pharmaceuticals, Inc.",Aries Pharmaceuticals Inc,70.36428571428571,False,A,1
100000231819,Aerin Medical Inc.,Arise Medical LLC,64.70192307692307,False,A,1
100000005660,"Aesculap Biologics, LLC",ADMA Biologics Inc,58.18281175346392,False,A,1
100000010830,"Afaxys, Inc.",Afaxys Pharma LLC,60.48987854251012,False,A,1
100000010552,"Affordable Pharmaceuticals, LLC",Affordable Pharmaceuticals LLC,100.0,True,A,1
100000005605,Agfa HealthCare Corporation,Accord Healthcare,57.98800904977375,False,A,1
100001448151,"Agile Devices, Inc.",Agile Therapeutics Inc,51.720768478832994,False,A,1
100000921825,"Agile Therapeutics, Inc.",Agile Therapeutics Inc,100.0,True,A,1
100000000260,"Agiliti Health, Inc.",Allegiant Health,56.09111721611722,False,A,1
100000181751,"Agios Pharmaceuticals, Inc.",Agios Pharmaceuticals Inc,100.0,True,A,1
100001351974,Aidoc Medical Ltd,Allison Medical Inc,60.393406593406596,False,A,1
100000776814,"Aimmune Therapeutics, Inc.",Aimmune Therapeutics,100.0,True,A,1
100000476820,"Akcea Therapeutics, Inc.",Akcea Therapeutics Inc,100.0,True,A,1
100000961835,Akorn Operating Company LLC,Akorn Operating Company LLC,100.0,True,A,1
100000010866,"Akorn, Inc.",Akorn,100.0,True,A,1
100000196813,"Alafair Biosciences, Inc.",Aadi Bioscience,63.35892672858617,False,A,1
100000196813,"Alafair Biosciences,Inc.",Aadi Bioscience,59.56814086814087,False,A,1
100000005436,Alcon Puerto Rico Inc,Alcon Inc,53.79144385026738,False,A,1
100000000218,Alcon Research LLC,Alcon Research Ltd,100.0,True,A,1
100000005405,Alcon Vision LLC,Alcon Inc,58.83823529411765,False,A,1
100000196817,"Alcresta Therapeutics, Inc.",Akcea Therapeutics Inc,64.64436543848309,False,A,1
100000141510,"Alevio, LLC",Alexso Inc,52.666666666666664,False,A,1
100000005462,"Alexion Pharmaceuticals, Inc.",Alexion Pharmaceuticals Inc,100.0,True,A,1
100000010936,"Alexza Pharmaceuticals, Inc.",Alexza Pharmaceuticals Inc,100.0,True,A,1
100000806821,"Alfasigma USA, Inc.",Alfasigma USA Inc,100.0,True,A,1
100000056293,"Alimera Sciences, Inc.",Alimera Sciences Inc,100.0,True,A,1
100000000255,"Alkermes, Inc.",Alkermes Inc,100.0,True,A,1
100000005631,Allerderm  Laboratories,Ascend Laboratories LLC,58.52409120084024,False,A,1
100000000278,"Allergan, Inc.",Allergan Inc,100.0,True,A,1
100001447952,Alliance Medical,Allison Medical Inc,63.28067617866005,False,A,1
100000966852,"Allotrope Medical, Inc",Arise Medical LLC,57.56794186205951,False,A,1
100000081390,Almatica Pharma LLC,ALMATICA PHARMA INC,100.0,True,A,1
100000011034,Almirall LLC,Almirall LLC,100.0,True,A,1
100000481817,Alnylam Pharmaceuticals Inc.,Alnylam Pharmaceuticals Inc,100.0,True,A,1
100000221800,Alon Medical Technology,Allison Medical Inc,50.775949959016316,False,A,1
100000121360,AltaThera Pharmaceuticals LLC,ALTATHERA Pharmaceuticals LLC,100.0,True,A,1
100000946823,Althera Pharmaceuticals LLC,Althera Pharmaceuticals LLC,100.0,True,A,1
100000156747,Alvogen Inc,Alvogen,100.0,True,A,1
100000961854,Alydia Health,Allegiant Health,57.11110441282855,False,A,1
100000010379,Amarin Pharma Inc.,Amarin Pharma Inc,100.0,True,A,1
100000536812,Amaros Medical,Arise Medical LLC,62.06596551596552,False,A,1
100000071386,American National Red Cross,American Antibiotics Inc,50.2725949599698,False,A,1
100000010599,American Orthodontics Corporation,American Antibiotics Inc,56.89608013937282,False,A,1
100000010540,American Regent,American Regent Inc,100.0,True,A,1
100000521818,"American Rheumatology Network, LLC",American Regent Inc,52.843745803865744,False,A,1
100000061311,"American Surgical Company, LLC",American Regent Inc,51.381925465838506,False,A,1
100000010602,AmerisourceBergen Drug Corporation,AmerisourceBergen Drug Corporation,100.0,True,A,1
100000000203,Amgen Inc.,Amgen Inc,100.0,True,A,1
100000381810,"Amicus Therapeutics, Inc.",Amicus Therapeutics US LLC,72.029933481153,False,A,1
100000126368,Amneal Pharmaceuticals LLC,Amneal Pharmaceuticals,100.0,True,A,1
100000010926,"Amniox Medical, Inc.",Allison Medical Inc,58.83926429642322,False,A,1
100000000273,"Amphastar Pharmaceuticals, Inc.",Amphastar Pharmaceuticals Inc,100.0,True,A,1
100000576811,Amryt Pharma Holdings Ltd,AVADIM HOLDINGS INC,52.35621118012422,False,A,1
100001351941,"Amylyx Pharmaceuticals, Inc.",Amylyx Pharmaceuticals Inc,100.0,True,A,1
100000151633,"Ancora Heart, Inc.",Acorda Therapeutics Inc,51.996232812363694,False,A,1
100000826858,Angelini Pharma Inc.,Accelis Pharma,58.459056460780594,False,A,1
100000010397,"Anika Therapeutics, Inc.",Akcea Therapeutics Inc,66.41035353535354,False,A,1
100000010707,Ansell Healthcare Products LLC,Aplicare Products LLC,54.003630432495,False,A,1
100000076367,"Antares Pharma, Inc.",Antares Pharma Inc,100.0,True,A,1
100000966838,Anuncia Medical Inc.,Arise Medical LLC,54.07559107559107,False,A,1
100000931823,"Apellis Pharmaceuticals, Inc.",Apellis Pharmaceuticals Inc,100.0,True,A,1
100000071356,Apotex Inc.,Apotex Corporation,100.0,True,A,1
100000005730,Applied Medical Corporation,Arise Medical LLC,59.908558108558104,False,A,1
100000971879,"Applied Therapeutics, inc.",Agile Therapeutics Inc,63.94496904024767,False,A,1
100000151615,"Aprecia Pharmaceuticals, LLC",Aprecia Pharmaceuticals LLC,100.0,True,A,1
100000971837,Apria Healthcare LLC,Accord Healthcare,59.38261254887776,False,A,1
100000151575,Aptevo Therapeutics Inc,Aptevo BioTherapeutics LLC,68.56395145291167,False,A,1
100000010554,"Aptis Medical, LLC",Arise Medical LLC,64.20963818789906,False,A,1
100000046274,Apyx Medical Corporation,Arise Medical LLC,56.243016194331986,False,A,1
100000005507,"Arbor Pharmaceuticals, Inc.",Arbor Pharmaceuticals,100.0,True,A,1
100001401996,"Arbutus Medical, Inc",Arise Medical LLC,60.42184482184482,False,A,1
100001351977,Archimmune Therapeutics Inc.,Aimmune Therapeutics,69.54326112882735,False,A,1
100001449962,Arcuro Medical Inc,Arise Medical LLC,57.39718992762471,False,A,1
100001351935,"Arcutis Biotherapeutics, Inc.",Arcutis Biotherapeutics Inc,100.0,True,A,1
100001146890,"Ardelyx, Inc.",Ardelyx Inc,100.0,True,A,1
100001136889,Argentum Medical,Arise Medical LLC,58.32106112278526,False,A,1
100000306807,Arjo Inc.,Akron,52.90833333333333,False,A,1
100000005371,"Arthrex, Inc.",Athem,52.17142857142857,False,A,1
100000811819,"Arya Medical, Inc.",Arise Medical LLC,61.01025641025641,False,A,1
100000201772,Asahi Kasei Pharma Corporation,Acacia Pharma Ltd,54.84242907630005,False,A,1
100000826822,Ascend Laboratories LLC,Ascend Laboratories LLC,100.0,True,A,1
100000941823,Ascendis Pharma Inc,Ascendis Pharma Endocrinology Inc,62.415360501567406,False,A,1
100000941823,"Ascendis Pharma, Inc.",Ascendis Pharma Endocrinology Inc,62.415360501567406,False,A,1
100000010992,"Ascension Orthopedics, Inc.",ASCEND Therapeutics,51.07142857142857,False,A,1
100001341936,Asklepios Biopharmaceutical Inc.,Alexion Pharmaceuticals Inc,59.876505016722405,False,A,1
100000061294,"Aspen Surgical Products, Inc.",Aplicare Products LLC,52.89697890025575,False,A,1
100001450863,"Aspero Medical, Inc.",Arise Medical LLC,62.2028167082515,False,A,1
100000000324,"Assertio Therapeutics, Inc.",Assertio Therapeutics Inc,100.0,True,A,1
100000010371,Astellas Pharma Europe BV,Astellas Pharma US Inc,63.23321118158327,False,A,1
100001449427,Astellas Pharma Europe Ltd,Astellas Pharma US Inc,65.48232323232322,False,A,1
100000005406,Astellas Pharma Global Development,Astellas Pharma US Inc,57.08809817633347,False,A,1
100000010648,Astellas Pharma Inc,Astellas Pharma US Inc,71.31818181818181,False,A,1
100000000137,Astellas Pharma US Inc,Astellas Pharma US Inc,100.0,True,A,1
100001351931,Astellas US LLC,Astellas Pharma US Inc,64.38505747126436,False,A,1
100000000160,AstraZeneca AB,AstraZeneca Pharmaceuticals LP,54.83466533466533,False,A,1
100000000146,AstraZeneca Pharmaceuticals LP,AstraZeneca Pharmaceuticals LP,100.0,True,A,1
100000010370,AstraZeneca UK Limited,AstraZeneca Pharmaceuticals LP,56.19830169830169,False,A,1
100000136488,"Astute Medical, Inc.",Arise Medical LLC,62.26596551596552,False,A,1
100000000265,"Asuragen, Inc.",Amgen Inc,51.508119658119654,False,A,1
100001116892,"Athena Bioscience, LLC",Athena Bioscience LLC,100.0,True,A,1
100000211778,"Athenex Pharmaceutical Division, LLC",Athenex Pharmaceutical Division LLC,100.0,True,A,1
100001448594,"Atland Pharmaceuticals, LLC",Atland Pharmaceuticals LLC,100.0,True,A,1
100000010403,Atos Medical Inc,Arise Medical LLC,60.943356643356644,False,A,1
100001286928,"Atrility Medical, Inc.",Arise Medical LLC,58.04243350040764,False,A,1
100000010784,Atrium Medical Corporation,Arise Medical LLC,61.675056425056425,False,A,1
100001341949,"Aucta Pharmaceuticals, Inc.",Aucta Pharmaceuticals Inc,100.0,True,A,1
100000656812,Augmedics Inc.,AuroMedics Pharma LLC,50.98491704374057,False,A,1
100000961841,"Aurinia Pharma U.S., Inc.",Aurinia Pharma US Inc,100.0,True,A,1
100000331808,"Aurobindo Pharma USA, Inc.",Aurobindo Pharma Limited,70.5111111111111,False,A,1
100000216789,Austin Medical Ventures Inc,AUSTIN PHARMACEUTICALS LLC,51.33949469115709,False,A,1
100001351971,Auxano Medical LLC,Allison Medical Inc,54.735468953834776,False,A,1
100000786824,"Avadel CNS Pharmaceuticals, LLC",Avadel CNS Pharmaceuticals LLC,100.0,True,A,1
100000005729,"Avanir Pharmaceuticals, Inc.",Avanir Pharmaceuticals Inc,100.0,True,A,1
100000076358,Avanos Medical,Arise Medical LLC,57.4446793946794,False,A,1
100001449896,"Avation Medical, Inc.",Allison Medical Inc,61.77142857142857,False,A,1
100000221807,Avenu Medical Inc.,Arise Medical LLC,59.56643356643357,False,A,1
100000971865,"Aveo Pharmaceuticals, Inc.",AVEO Pharmaceuticals Inc,100.0,True,A,1
100001386985,Averitas Pharma Inc.,Averitas Pharma Inc,100.0,True,A,1
100000966855,"Avertix Medical, Inc",Arise Medical LLC,60.66456043956044,False,A,1
100000005383,"Avid Radiopharmaceuticals, Inc.",Avion Pharmaceuticals,63.212681159420285,False,A,1
100000005590,Avion Pharmaceuticals,Avion Pharmaceuticals,100.0,True,A,1
100000281816,"Avita Medical Americas, LLC",Arise Medical LLC,51.5551948051948,False,A,1
100000281816,"Avita Medical Americas, Llc",Arise Medical LLC,51.5551948051948,False,A,1
100000046242,"Avreo, Inc",AvKARE,56.730303030303034,False,A,1
100001449294,"Avvisto Therapeutics, LLC",Avvisto Therapeutics LLC,100.0,True,A,1
100001448085,"Avyxa Pharma, LLC",Avyxa Pharma LLC,100.0,True,A,1
100001111886,"Axsome Therapeutics, Inc.",Axsome Therapeutics Inc,100.0,True,A,1
100000151699,"Aytu BioPharma, Inc.",Aytu BioPharma Inc,100.0,True,A,1
100000151699,"Aytu Bioscience, Inc",Aytu BioScience Inc,100.0,True,A,1
100000191770,"Aziyo Biologics, Inc.",ADMA Biologics Inc,58.23262946448853,False,A,1
100000316828,"Azurity Pharmaceuticals, Inc.",Azurity Pharmaceuticals,100.0,True,A,1
100000000316,B. Braun Medical Inc.,B Braun Medical Inc,100.0,True,B,1
100000061350,B. Braun Medical UK Ltd.,B Braun Medical Inc,71.31818181818181,False,B,1
100000061385,B. Braun Melsungen AG,B Braun Medical Inc,52.956993006993,False,B,1
100000151635,"BAMBOO THERAPEUTICS, INC.",Burke Therapeutics,58.40365844864996,False,B,1
100000116366,"BANNER LIFE SCIENCES, LLC",Banner Life Sciences LLC,100.0,True,B,1
100000646811,BAUDAX BIO INC.,Baudax Bio Inc,100.0,True,B,1
100000011010,BAXTER HEALTHCARE,Baxter Healthcare Company,100.0,True,B,1
100001351982,BESINS HEALTHCARE IRELAND LIMITED,Baxter Healthcare Company,50.83660130718954,False,B,1
100000426811,"BIOCODEX, INC.",BIOCODEX INC,100.0,True,B,1
100000010557,BIOCOMPOSITES INC,Biocompatibles Inc,57.93264143264143,False,B,1
100000061387,"BIODELIVERY SCIENCES INTERNATIONAL, INC.",BioDelivery Sciences International Inc,100.0,True,B,1
100000000143,"BIOLASE, INC.",BPI Labs LLC,51.513965201465204,False,B,1
100000005634,BIONESS INC,Biogen,51.485897435897435,False,B,1
100001450664,BIOPROTECT LTD.,Biofrontera Inc,53.37902711323764,False,B,1
100000010579,BIOTRONIK INC.,BioRamo LLC,51.386752136752136,False,B,1
100000181764,BIOVERATIV THERAPEUTICS INC.,Bioverativ Therapeutics Inc,100.0,True,B,1
100000116365,"BISCO, INC.",Bestco Inc,55.63030303030303,False,B,1
100000801825,BLUEWIND MEDICAL,Blueprint Medicines Corporation,54.67238661169051,False,B,1
100000011033,BRACCO DIAGNOSTICS INC.,Bracco Diagnostics Inc,100.0,True,B,1
100000005416,BSN Medical Inc,Bajaj Medical LLC,59.13492209544841,False,B,1
100000011079,"BTG INTERNATIONAL, INC.",BTG International Inc,100.0,True,B,1
100000011079,"BTG International, Inc.",BTG International Inc,100.0,True,B,1
100000010864,Bacterin International Inc,BTG International Inc,62.570728172839175,False,B,1
100000005714,"Balt USA, LLC",Baxalta US Inc,59.58888888888889,False,B,1
100000116366,"Banner Life Sciences, LLC",Banner Life Sciences LLC,100.0,True,B,1
100000186747,"Bardy Diagnostics, Inc.",Bracco Diagnostics Inc,60.796450304259636,False,B,1
100000646811,Baudax Bio Inc.,Baudax Bio Inc,100.0,True,B,1
100001116887,Bausch & Lomb Americas Inc.,Bausch & Lomb Americas Inc,100.0,True,B,1
100000226816,"Bausch & Lomb, a division of Bausch Health US, LLC",Bausch & Lomb Incorporated,55.191375623663575,False,B,1
100000010935,"Bausch Health US, LLC",Bausch Health US LLC,100.0,True,B,1
100000796825,Bavarian Nordic A/S,Bavarian Nordic A/S,100.0,True,B,1
100000011010,Baxter Healthcare,Baxter Healthcare Company,100.0,True,B,1
100000005467,Bayer HealthCare Pharmaceuticals Inc.,Bayer HealthCare Pharmaceuticals Inc,100.0,True,B,1
100000005409,Bayer Healthcare LLC,Baxter Healthcare Company,67.63280779396398,False,B,1
100000005467,Bayer Healthcare Pharmaceuticals Inc.,Bayer HealthCare Pharmaceuticals Inc,100.0,True,B,1
100000010954,Baylis Medical Company Inc,Bajaj Medical LLC,56.79015059015059,False,B,1
100000010624,"Beaver-Visitec International, Inc.",BTG International Inc,58.04036964248065,False,B,1
100000005485,"Becton, Dickinson and Company",Becton Dickinson and Company,100.0,True,B,1
100000826834,"BeiGene (Suzhou) Co., Ltd.",Beigene Usa Inc,53.24431533378902,False,B,1
100000826835,BeiGene Switzerland GmbH,Beigene Usa Inc,53.64393939393939,False,B,1
100000826832,"BeiGene USA, Inc.",Beigene Usa Inc,100.0,True,B,1
100000826833,"BeiGene, Ltd.",Beigene Usa Inc,66.13131313131314,False,B,1
100000000071,Benco Dental Supply Co.,Benco Dental,65.99151103565364,False,B,1
100000010870,"Bio Products Laboratory USA, Inc.",Bio Products Laboratory Limited,71.75555555555556,False,B,1
100000005577,"Bio-Rad Laboratories, Inc.",Bedford Laboratories,63.71535947712418,False,B,1
100000136528,"BioCryst Pharmaceuticals, Inc.",BioCryst Pharmaceuticals Inc,100.0,True,B,1
100000061387,"BioDelivery Sciences International, Inc.",BioDelivery Sciences International Inc,100.0,True,B,1
100000011147,"BioFire Diagnostics, LLC",Bracco Diagnostics Inc,58.09342841026144,False,B,1
100001251928,"BioLineRx USA, Inc.",BioLineRx USA Inc,100.0,True,B,1
100000010405,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc,100.0,True,B,1
100000010519,"BioPro, Inc.",BioRamo LLC,59.878205128205124,False,B,1
100000221803,"BioSig Technologies, Inc.",Biocon Biologics Inc,50.01321211683054,False,B,1
100000196811,"BioTrace Medical, Inc.",B Braun Medical Inc,53.17726322363419,False,B,1
100001326931,"BioXcel Therapeutics, Inc.",BioXcel Therapeutics Inc,100.0,True,B,1
100001449028,Biobeat USA Inc.,BioLineRx USA Inc,52.032634032634036,False,B,1
100000010557,Biocomposites Inc,Biocompatibles Inc,57.93264143264143,False,B,1
100001351968,Biocon Biologics Inc,Biocon Biologics Inc,100.0,True,B,1
100001449526,Biodermis LLC,BioRamo LLC,50.83730158730159,False,B,1
100001181887,Biofrontera Bioscience GmbH,Biofrontera Inc,58.485380116959064,False,B,1
100000151660,Biofrontera Inc.,Biofrontera Inc,100.0,True,B,1
100000000193,"Biogen, Inc.",Biogen,100.0,True,B,1
100000121361,"Biogennix, LLC",Biogen,64.0,False,B,1
100001106888,Biohaven Pharmaceutical Holding Company Ltd.,BioMarin Pharmaceutical Inc,59.243753571243055,False,B,1
100000806824,"Biohaven Pharmaceuticals, Inc.",BE Pharmaceuticals Inc,65.20580808080808,False,B,1
100001449361,Biolase MG LLC,Biogen MA Inc,50.41783625730994,False,B,1
100000481818,"Bioptics, Inc.",Biocompatibles Inc,51.109848484848484,False,B,1
100000981879,"Biorez, Inc.",Biogen,53.27272727272727,False,B,1
100000000302,Bioventus LLC,Biogen,54.52777777777778,False,B,1
100000116365,"Bisco, Inc.",Bestco Inc,55.63030303030303,False,B,1
100000151603,Blue Earth Diagnostics Limited,Blue Earth Diagnostics,100.0,True,B,1
100000010698,"Blue Sky Bio, LLC",bluebird bio Inc,52.625,False,B,1
100001341938,BlueRock Therapeutics LP,Burke Therapeutics,60.93452380952381,False,B,1
100000756811,Blueprint Medicines Corporation,Blueprint Medicines Corporation,100.0,True,B,1
100000151566,"Boehringer Ingelheim (China) Investment Co., Ltd.",Boehringer Ingelheim Pharmaceuticals Inc,54.653113553113556,False,B,1
100000151605,Boehringer Ingelheim (Phil.) Inc.,Boehringer Ingelheim Pharmaceuticals Inc,61.223893954745016,False,B,1
100000151606,Boehringer Ingelheim AB,Boehringer Ingelheim Pharmaceuticals Inc,62.28658723098407,False,B,1
100000010538,Boehringer Ingelheim Canada Ltd.Ltee,Boehringer Ingelheim Pharmaceuticals Inc,55.62381257240412,False,B,1
100000061367,Boehringer Ingelheim Del Ecuador Cia. Ltda.,Boehringer Ingelheim Pharmaceuticals Inc,54.90734544926618,False,B,1
100000061358,Boehringer Ingelheim Do Brasil Quimica e Farmaceutical Ltda.,Boehringer Ingelheim Pharmaceuticals Inc,53.74383104957172,False,B,1
100000076362,Boehringer Ingelheim Espana S.A.,Boehringer Ingelheim Pharmaceuticals Inc,59.39781144781145,False,B,1
100000010438,Boehringer Ingelheim France S.A.S.,Boehringer Ingelheim Pharmaceuticals Inc,60.370365912373614,False,B,1
100000010663,Boehringer Ingelheim Hong Kong Ltd.,Boehringer Ingelheim Pharmaceuticals Inc,56.21400800457405,False,B,1
100000806825,Boehringer Ingelheim India Pvt. Ltd.,Boehringer Ingelheim Pharmaceuticals Inc,58.31881118881119,False,B,1
100000151577,Boehringer Ingelheim India Pvt. Ltd.,Boehringer Ingelheim Pharmaceuticals Inc,58.31881118881119,False,B,1
100000005541,Boehringer Ingelheim International GmbH,Boehringer Ingelheim Pharmaceuticals Inc,57.52197802197802,False,B,1
100000136457,Boehringer Ingelheim Israel Ltd.,Boehringer Ingelheim Pharmaceuticals Inc,63.21040189125296,False,B,1
100000136460,Boehringer Ingelheim Italia S.p.A.,Boehringer Ingelheim Pharmaceuticals Inc,60.16051868304761,False,B,1
100000010662,Boehringer Ingelheim Korea LTD.,Boehringer Ingelheim Pharmaceuticals Inc,62.72065343641468,False,B,1
100000061373,Boehringer Ingelheim MENA (Scientific Office) FZ-LLC,Boehringer Ingelheim Pharmaceuticals Inc,53.1184528586168,False,B,1
100000010890,Boehringer Ingelheim Malaysia Sdn. Bhd.,Boehringer Ingelheim Pharmaceuticals Inc,57.48507045070578,False,B,1
100000010495,Boehringer Ingelheim Mexico SA de CV,Boehringer Ingelheim Pharmaceuticals Inc,57.520865335381465,False,B,1
100000061371,Boehringer Ingelheim Norway KS,Boehringer Ingelheim Pharmaceuticals Inc,58.510294117647064,False,B,1
100000136532,Boehringer Ingelheim Peru S.A.C,Boehringer Ingelheim Pharmaceuticals Inc,61.95550405000755,False,B,1
100000010823,Boehringer Ingelheim Pharma GmbH & Co.KG,Boehringer Ingelheim Pharmaceuticals Inc,57.78581896096615,False,B,1
100000000234,"Boehringer Ingelheim Pharmaceuticals, Inc.",Boehringer Ingelheim Pharmaceuticals Inc,100.0,True,B,1
100000010431,Boehringer Ingelheim Pty Ltd,Boehringer Ingelheim Pharmaceuticals Inc,63.826581027667984,False,B,1
100000010824,Boehringer Ingelheim RCV GmbH & Co KG,Boehringer Ingelheim Pharmaceuticals Inc,54.14893007181143,False,B,1
100000010940,Boehringer Ingelheim S.A.,Boehringer Ingelheim Pharmaceuticals Inc,63.38686971685978,False,B,1
100000806852,Boehringer Ingelheim Saudi Arabia Trading,Boehringer Ingelheim Pharmaceuticals Inc,55.001812019631615,False,B,1
